family,metric,label,higher_is_better,reference,domain,sources_in_cohort,n_paired,shipped__mean,shipped__marginal_mean,shipped__ci_low,shipped__ci_high,shipped__se,shipped__n,shipped__diff_vs_ref,shipped__diff_ci_low,shipped__diff_ci_high,shipped__p,baseline__mean,baseline__marginal_mean,baseline__ci_low,baseline__ci_high,baseline__se,baseline__n,baseline__diff_vs_ref,baseline__diff_ci_low,baseline__diff_ci_high,baseline__p,agentic-noval__mean,agentic-noval__marginal_mean,agentic-noval__ci_low,agentic-noval__ci_high,agentic-noval__se,agentic-noval__n,agentic-noval__diff_vs_ref,agentic-noval__diff_ci_low,agentic-noval__diff_ci_high,agentic-noval__p,agentic__mean,agentic__marginal_mean,agentic__ci_low,agentic__ci_high,agentic__se,agentic__n,agentic__diff_vs_ref,agentic__diff_ci_low,agentic__diff_ci_high,agentic__p,shipped__q,shipped__fdr_family_n,agentic-noval__q,agentic-noval__fdr_family_n,agentic__q,agentic__fdr_family_n
discriminative,margin__verbose_empty,Margin vs verbose-but-empty,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",197,0.2800492238949793,0.28231873167685256,0.22286092871822472,0.3398114507586016,0.029933484551422546,198,-0.07403108457486118,-0.10919711007861811,-0.03862456115590456,9.999000099990002e-05,0.3540803084698405,0.3540803084698405,0.2992172397656359,0.4065781208048677,0.027386508318031924,197,,,,,0.3494378010534945,0.35185411949493645,0.3029042999174287,0.40032625103930847,0.025152300752178818,198,-0.004642507416346004,-0.038586643604209464,0.02866427377757466,0.7861213878612139,0.5220670321741742,0.5234477771907418,0.4766594428666811,0.5691061266691527,0.023553855550075543,198,0.1679867237043337,0.1321944563276086,0.20350029124645544,9.999000099990002e-05,0.00029408823823500005,50,0.8621963890567464,50,0.00017855357321410717,50
discriminative,score__right_method_wrong_answer,Score: confidently wrong,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",197,0.5148425264274267,0.5153988773040558,0.483889450694747,0.5474708620348673,0.01631028184083606,198,0.02495039422926378,-0.00486710781318678,0.053715776766573596,0.08949105089491051,0.48989213219816297,0.4903823563877638,0.46088576358124334,0.5199714415312522,0.015128027904769385,198,,,,,0.470747240719767,0.470747240719767,0.43803581853054013,0.5038751510213698,0.016683320030387253,197,-0.019144891478395844,-0.04466211281774204,0.006884376923918446,0.1416858314168583,0.5018911645998023,0.5036602693899219,0.4696005027816261,0.5387237879920517,0.0177040298684885,198,0.011999032401639428,-0.01829400407531257,0.04275471886093689,0.44615538446155384,0.12429312624293126,50,0.20836151678949752,50,0.5001722050017221,50
discriminative,margin__right_method_wrong_answer,Margin vs confidently wrong,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",197,0.12467469506210498,0.12404502488502364,0.07499918361307006,0.17130010041448657,0.02448936323818475,198,-0.059288156746394205,-0.09532621535078142,-0.023097305306629286,0.0021997800219978004,0.18396285180849914,0.18358271443660723,0.13427107197858998,0.23106452812127132,0.024420875782522524,198,,,,,0.19254414742045664,0.19254414742045664,0.14923300379628998,0.23631674461364305,0.02230484589180835,197,0.008581295611957416,-0.0228061310662352,0.0388347168093753,0.577042295770423,0.3110956456667506,0.3102710519358909,0.26514422378331776,0.35367725767804453,0.022708791551170535,198,0.12713279385825144,0.08951910454984355,0.16504822167078928,9.999000099990002e-05,0.004073666707403334,50,0.7056437213421515,50,0.00017855357321410717,50
discriminative,score__off_topic,Score: off-topic,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.08343358533483396,0.08343358533483396,0.06870315648801396,0.09882360825294248,0.007677041370752362,198,-0.0302010446139431,-0.04992691073997683,-0.009289382648229831,0.0029997000299970002,0.11363462994877704,0.11363462994877704,0.09916282695078985,0.12859845146296708,0.007469452806430851,198,,,,,0.13288860593779378,0.13288860593779378,0.1162703668011094,0.14916940239750118,0.008429834824264761,198,0.01925397598901672,-0.0019058761763268177,0.04031772553728473,0.08049195080491951,0.1199166126488395,0.1199166126488395,0.10203004128643128,0.13772260628136376,0.009134225383514803,198,0.006281982700062446,-0.017073816604612813,0.029157412155999207,0.5938406159384062,0.005356607196423215,50,0.12576867313268675,50,0.6454789303678329,50
discriminative,margin__off_topic,Margin vs off-topic,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.5560103168542453,0.5560103168542453,0.5116407948257491,0.599955520772763,0.022566930723061943,198,-0.00432012402134851,-0.03299970797623275,0.02401963831916854,0.7731226877312268,0.5603304408755939,0.5603304408755939,0.5178812313542165,0.6008496699497403,0.021187719970353496,198,,,,,0.5321033307471761,0.5321033307471761,0.49017301766035704,0.5742855503180231,0.021477278682142498,198,-0.028227110128417807,-0.05546563151557094,0.0003405381681894229,0.04609539046095391,0.6940147086769731,0.6940147086769731,0.6539396475744054,0.7329351259380625,0.0201831702483493,198,0.13368426780137924,0.10438173209175158,0.1627749083658908,9.999000099990002e-05,0.859025208590252,50,0.08320596511777394,50,0.00017855357321410717,50
grounding,generic_criterion_rate,Generic criterion rate,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.22641959611656579,0.22641959611656579,0.20209571362980455,0.2513582471821108,0.01265345197431922,198,0.01667389024786529,-0.008835090130210454,0.041617759324421535,0.19968003199680032,0.20974570586870053,0.20974570586870053,0.1819521603289428,0.2387835250385384,0.014548449995992087,198,,,,,0.08932220977675524,0.08932220977675524,0.06722602681409501,0.1127735655197776,0.011711042582255573,198,-0.12042349609194528,-0.14477215628870038,-0.0970737429307505,9.999000099990002e-05,0.0950067048551897,0.0950067048551897,0.07053763366263366,0.12162497890717584,0.013079558804998462,198,-0.11473900101351082,-0.13941491245022886,-0.08918020222498832,9.999000099990002e-05,0.2627368842063162,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,generic_rate_permuted,…permutation control,,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.9811385864416168,0.9811385864416168,0.9726648610928914,0.9884680635722303,0.004003556386230808,198,0.008023383001101359,-0.0010613178042990867,0.017329364040593986,0.0862913708629137,0.9731152034405155,0.9731152034405155,0.9617899530076446,0.9831614446036238,0.0053844827754708,198,,,,,0.9607062269941058,0.9607062269941058,0.9453859934257662,0.9742683128810025,0.0074001915387658735,198,-0.0124089764464096,-0.023856896645722405,-0.002845900952797123,0.012198780121987801,0.9567399631793572,0.9567399631793572,0.938802539702161,0.9727184361654058,0.00859486615302011,198,-0.016375240261158264,-0.02932580645983052,-0.004945724684472462,0.006199380061993801,0.12327338694701957,50,0.024397560243975606,50,0.009686531346865314,50
grounding,weight_mass_on_generic_paper,Reward mass on generic criteria,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.1801345164560781,0.1801345164560781,0.15661153998334745,0.204683203726989,0.012282187064133372,198,-0.004790748818162166,-0.029680702296504248,0.019672470430164124,0.6993300669933007,0.18492526527424025,0.18492526527424025,0.15699010594519897,0.21405853330479055,0.014505515288802196,198,,,,,0.0863746181381599,0.0863746181381599,0.06468229269578028,0.10954179726436448,0.01153483592942861,198,-0.09855064713608033,-0.12278077176212703,-0.07589442539583041,9.999000099990002e-05,0.0901124612180484,0.0901124612180484,0.06651734813309776,0.11597018593144533,0.012749930753633856,198,-0.09481280405619183,-0.11999051210405783,-0.06917433075305886,9.999000099990002e-05,0.7946932579469326,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,mean_anchors_per_criterion,Anchors per criterion,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,2.033131416843538,2.033131416843538,1.8946028830877315,2.178209905274299,0.07198684459718414,198,-0.15745586030791023,-0.2604128815826677,-0.055735710965768945,0.0038996100389961006,2.1905872771514483,2.1905872771514483,2.0504349319929758,2.3334587879440822,0.07209544849548576,198,,,,,2.7348207488359004,2.7348207488359004,2.566921734445409,2.9021332250451572,0.08615214179558182,198,0.544233471684452,0.4392382255564631,0.6524484090317979,9.999000099990002e-05,2.820800306595761,2.820800306595761,2.644554608375631,3.0044720728906333,0.0911117672714291,198,0.6302130294443129,0.5094082607290049,0.7535059139175672,9.999000099990002e-05,0.006723465584476036,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,weak_grounding_rate,Weakly grounded (<2 anchors),False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.4644211708605647,0.4644211708605647,0.43259476739590375,0.49686744967994967,0.01645949267349385,198,0.0544370785680946,0.023711433994967862,0.08468444982593823,0.00039996000399960006,0.40998409229247024,0.40998409229247024,0.37416188421814534,0.4465892186146197,0.01852251503190633,198,,,,,0.2853755742013318,0.2853755742013318,0.2495170028834802,0.3230032255553089,0.01878480530066368,198,-0.12460851809113839,-0.15441966572453425,-0.09531509627849867,9.999000099990002e-05,0.27125359909450814,0.27125359909450814,0.23511851259010347,0.30843648477644686,0.01870241175780358,198,-0.13873049319796202,-0.17117002548765026,-0.10638558078425503,9.999000099990002e-05,0.0008332500083325002,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,recyclable_rate,Recyclable criterion rate,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.012682799804011926,0.012682799804011926,0.008136246119200666,0.01770311758948122,0.002456815642295244,198,-0.0029599188690097775,-0.009890777362368272,0.004030697136757741,0.4052594740525947,0.015642718673021704,0.015642718673021704,0.010072983624119987,0.021765508621569226,0.002993433079136746,198,,,,,0.0,0.0,0.0,0.0,0.0,198,-0.015642718673021704,-0.021685565066246887,-0.010093171068549857,9.999000099990002e-05,0.0,0.0,0.0,0.0,0.0,198,-0.015642718673021704,-0.021685565066246887,-0.010093171068549857,9.999000099990002e-05,0.4824517548245175,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,subjective_or_style_rate,Subjective/style criterion rate,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.31968058596846477,0.31968058596846477,0.29440056926799346,0.34604329978383,0.0130923414275202,198,0.13827866445959136,0.11040079344056616,0.16610702167130417,9.999000099990002e-05,0.18140192150887338,0.18140192150887338,0.1565170137390503,0.2075205504372171,0.01298189188994288,198,,,,,0.0733610104822226,0.0733610104822226,0.055117502096668755,0.09328285526202193,0.009756281608933515,198,-0.10804091102665078,-0.1294295885441719,-0.08625784169121958,9.999000099990002e-05,0.07798382173382172,0.07798382173382172,0.05685056385813962,0.10126284209617542,0.011238134359938803,198,-0.10341809977505165,-0.12752142333470318,-0.07937630827448118,9.999000099990002e-05,0.00029408823823500005,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,weight_mass_on_subjective,Reward mass on subjective criteria,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.31174771629456743,0.31174771629456743,0.28306495190080994,0.3412711280402769,0.014757135025962249,198,0.1499761981423013,0.12085783425032515,0.17973929632858707,9.999000099990002e-05,0.16177151815226617,0.16177151815226617,0.1358836533673099,0.18917092340701477,0.013644107139489686,198,,,,,0.07231016923690066,0.07231016923690066,0.0539318661565494,0.09222738214797867,0.009781524793968089,198,-0.0894613489153655,-0.11201385129650346,-0.066868410866702,9.999000099990002e-05,0.0774112251326212,0.0774112251326212,0.055375602316893,0.10163790563323119,0.011741637614528108,198,-0.08436029301964497,-0.10985993818756286,-0.05891712277165763,9.999000099990002e-05,0.00029408823823500005,50,0.00026313158157868424,50,0.00017855357321410717,50
grounding,specificity_lift,Specificity lift vs permuted,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.754718990325051,0.754718990325051,0.7272405852424791,0.7811190573595876,0.01366543312563547,198,-0.008650507246763929,-0.03613880396522998,0.018576908109550684,0.5336466353364664,0.7633694975718148,0.7633694975718148,0.7315885647040951,0.7940642925396715,0.016112918635558214,198,,,,,0.8713840172173504,0.8713840172173504,0.8436365162264782,0.8979031884571659,0.014009651152367339,198,0.10801451964553567,0.08360621223366321,0.13298146846386596,9.999000099990002e-05,0.8617332583241674,0.8617332583241674,0.8293779256658045,0.8916689045382227,0.015848373500402562,198,0.09836376075235258,0.07079485875664573,0.1253050505891415,9.999000099990002e-05,0.6205193434144959,50,0.00026313158157868424,50,0.00017855357321410717,50
transfer,same_question_pass_rate,Same-question pass rate,,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.6211712950349314,0.6211712950349314,0.5779207289623955,0.6634286543282755,0.02186023306630111,198,-0.03586053314217309,-0.06205926436819931,-0.008749061911383672,0.009499050094990502,0.6570318281771045,0.6570318281771045,0.6121755745162608,0.7012576115127364,0.02275585504223012,198,,,,,0.6161905785011846,0.6161905785011846,0.572945028106013,0.6592426733619916,0.02230322500231078,198,-0.040841249675919886,-0.06746484188551925,-0.014412666756973795,0.0036996300369963003,0.789402243379516,0.789402243379516,0.7466789444772399,0.8296001361152877,0.02118245865715074,198,0.13237041520241163,0.10153621315553134,0.1642102091890416,9.999000099990002e-05,0.014392500143925003,50,0.008042673993470218,50,0.00017855357321410717,50
transfer,cross_pass_rate,Cross-question pass rate,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.07147372128432733,0.07147372128432733,0.060517801152270845,0.08286226942950425,0.005704049898012205,198,-0.03608504496427848,-0.052635913551688944,-0.019771208028783797,9.999000099990002e-05,0.10755876624860583,0.10755876624860583,0.0948033492243051,0.12091619843235261,0.006634760808898587,198,,,,,0.10570976792567702,0.10570976792567702,0.09373448459859443,0.1178302367175473,0.006205818130814982,198,-0.0018489983229288017,-0.01889746651541994,0.015368768436950233,0.8297170282971703,0.09661560731636488,0.09661560731636488,0.08241682051814628,0.11170046222366296,0.007490219190000343,198,-0.01094315893224093,-0.030656702304429583,0.009001472048904072,0.2866713328667133,0.00029408823823500005,50,0.8826776896778408,50,0.3412753962698968,50
transfer,specificity_gap,Specificity gap,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.549697573750604,0.549697573750604,0.5078300068688326,0.5918969016743638,0.02158172041801349,198,0.00022451182210540694,-0.025671783591235474,0.026883638443074717,0.9883011698830118,0.5494730619284987,0.5494730619284987,0.5055664112802594,0.591396847926204,0.021967385532362656,198,,,,,0.5104808105755076,0.5104808105755076,0.46844304483745774,0.5520878643487545,0.021542912006399538,198,-0.03899225135299111,-0.06459629455326311,-0.012586628330695846,0.0032996700329967,0.6927866360631513,0.6927866360631513,0.6513885329912791,0.7330268802640961,0.020832839723117932,198,0.1433135741346526,0.11563051567354708,0.17120356318621138,9.999000099990002e-05,1.0,50,0.0074992500749925,50,0.00017855357321410717,50
transfer,boilerplate_fraction,Boilerplate criterion fraction,False,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.051235661084145935,0.051235661084145935,0.04145905301208331,0.0613090182124273,0.005055533402810486,198,-0.04291588948451693,-0.05713837867915408,-0.02858738572363795,9.999000099990002e-05,0.09415155056866287,0.09415155056866287,0.08222112553551947,0.10645018755424278,0.006175458613585699,198,,,,,0.08334406194254679,0.08334406194254679,0.07035016102724435,0.09688879127326096,0.006757690561362371,198,-0.010807488626116076,-0.027610660902773202,0.005998760824406989,0.20677932206779323,0.07347059506150413,0.07347059506150413,0.0589317728427577,0.0891585683536441,0.007759782404978031,198,-0.02068095550715872,-0.03942389338891122,-0.001322397872642979,0.03949605039496051,0.00029408823823500005,50,0.28719350287193507,50,0.05302101368810487,50
transfer,specific_fraction,Query-specific criterion fraction,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.5475595252110402,0.5475595252110402,0.5047813220729888,0.5900353140125868,0.02178939509668795,198,-0.0007758977010313908,-0.027156236040482916,0.026530412896834457,0.957004299570043,0.5483354229120717,0.5483354229120717,0.5058695604545648,0.5895183325001729,0.021409650674724418,198,,,,,0.49416656575747486,0.49416656575747486,0.45355333989803687,0.5350420447958326,0.020935880394535426,198,-0.054168857154596906,-0.07877829380586733,-0.028825773858082243,9.999000099990002e-05,0.6716548112381446,0.6716548112381446,0.6298494201855944,0.7122768037588114,0.021016017683528638,198,0.12331938832607284,0.09597019858689869,0.1512229239368277,9.999000099990002e-05,1.0,50,0.00026313158157868424,50,0.00017855357321410717,50
coverage,claim_recall,Gold-claim recall,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",197,0.9665504858563785,0.9665504858563785,0.9546184533023808,0.9775402833130845,0.005910333656418181,197,0.007875911087122742,-0.006099287400600575,0.022210693344273127,0.27247275272472754,0.9586745747692559,0.9586745747692559,0.9454157376899321,0.9708698484593706,0.006527922323644812,197,,,,,0.9696047384392055,0.9696047384392055,0.9584979694025182,0.9797270021984569,0.005428621366944235,197,0.010930163669949717,-0.0018882512705133338,0.024752834010537475,0.11298870112988701,0.9568506364207872,0.9568506364207872,0.9414107115200603,0.970519372537208,0.007430670661278096,197,-0.001823938348468707,-0.02007243292189236,0.016116683410225763,0.8467153284671532,0.34059094090590947,50,0.17119500171195004,50,0.8819951338199513,50
coverage,claim_recall_core,Core gold-claim recall,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",197,0.9773307206048323,0.9773307206048323,0.9631346582774246,0.9888728185238337,0.006665306819249746,197,0.005147651277092904,-0.006763915899385441,0.0170440124596216,0.3955604439556044,0.9721830693277393,0.9721830693277393,0.9574793584517568,0.9842314025864153,0.006924585923077269,197,,,,,0.9801818014605415,0.9801818014605415,0.9669434325606877,0.9905281712539477,0.0061024900726099045,197,0.007998732132802003,-0.0028536427616376848,0.02003114420664436,0.1603839616038396,0.9654607063087206,0.9654607063087206,0.9477667267787452,0.9800670792082408,0.008272702510542084,197,-0.006722363019018736,-0.023471731625098306,0.009595749409593086,0.4333566643335666,0.4823907853117127,50,0.2291199451483423,50,0.5001722050017221,50
coverage,grounded_fraction,Grounded criterion fraction,True,baseline,all,"['shipped', 'baseline', 'agentic-noval', 'agentic']",198,0.5894155087336905,0.5894155087336905,0.5609559253877436,0.6185830653633684,0.014759412489627942,198,-0.057574868024957156,-0.08666660143431534,-0.027913102486409103,0.00019998000199980003,0.6469903767586477,0.6469903767586477,0.6100009745074362,0.6831283284369292,0.0186875838763542,198,,,,,0.6172033283775709,0.6172033283775709,0.5736827906240785,0.659410767228002,0.021947209596997728,198,-0.029787048381076896,-0.05918014475250437,-0.0007128016937508898,0.04659534046595341,0.7649995557192527,0.7649995557192527,0.7270592410885972,0.8016624128887385,0.01921779862623477,198,0.118009178960605,0.08885554094639435,0.14764747838193693,9.999000099990002e-05,0.0004999500049995,50,0.08320596511777394,50,0.00017855357321410717,50
