uid,domain,rubric_source,n_items,n_subparts,subpart_kind,is_mcq,question_words,reference_words,items_per_subpart,weight_mass,weight_mass_per_criterion,paper_weight_mass,paper_weight_mass_per_criterion,n_subparts_scored,n_orphan_subparts,orphan_subpart_rate,mean_best_subpart_overlap,error,_family,n_criteria,n_question_anchors,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored,checks,compliance_rate,fully_compliant_rubric,item_count_ok,polarity_single_rate,negative_weight_rate,weight_order_violation_rate,weight_order_violation_pair_rate,pitfall_mirror_rate,n_pitfall_mirrors,max_pitfall_mirror_similarity,pitfall_fraction,weight_band_rate,unclassified_polarity_rate,check_item_count_7_20_rate,check_title_2_to_4_words_rate,check_description_single_sentence_rate,check_category_legal_rate,check_weight_in_range_rate,check_weight_matches_band_rate,check_pitfall_opener_rate,check_rar_keys_only_rate,check_no_verbatim_copy_rate,check_self_contained_rate,n_weight_order_pairs,pitfall_mirror_pairs
med-44131a7ca41d,rar_medicine,agentic-tools,15.0,0.0,none,False,33.0,120.0,15.0,52.0,3.466666666666667,12.4,0.8266666666666667,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,shipped,9.0,0.0,none,False,28.0,64.0,9.0,28.0,3.111111111111111,6.3,0.7,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,baseline,5.0,0.0,none,False,28.0,64.0,5.0,15.0,3.0,3.6,0.72,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,agentic,7.0,0.0,none,False,28.0,64.0,7.0,23.0,3.2857142857142856,5.3,0.7571428571428571,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-44c1b0452475,rar_medicine,agentic-tools,5.0,0.0,none,False,28.0,64.0,5.0,13.0,2.6,4.2,0.8400000000000001,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,shipped,10.0,0.0,none,False,31.0,90.0,10.0,34.0,3.4,6.7,0.67,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,baseline,9.0,0.0,none,False,31.0,90.0,9.0,30.0,3.3333333333333335,6.8999999999999995,0.7666666666666666,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,agentic,10.0,0.0,none,False,31.0,90.0,10.0,32.0,3.2,6.3,0.63,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-45b65c37ae12,rar_medicine,agentic-tools,10.0,0.0,none,False,31.0,90.0,10.0,29.0,2.9,6.8999999999999995,0.69,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,shipped,10.0,0.0,none,False,62.0,133.0,10.0,28.0,2.8,6.3,0.63,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,baseline,9.0,0.0,none,False,62.0,133.0,9.0,26.0,2.888888888888889,6.2,0.6888888888888889,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,agentic,11.0,0.0,none,False,62.0,133.0,11.0,41.0,3.727272727272727,9.2,0.8363636363636363,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-53e3b6247ade,rar_medicine,agentic-tools,12.0,0.0,none,False,62.0,133.0,12.0,44.0,3.6666666666666665,9.6,0.7999999999999999,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,shipped,8.0,0.0,none,False,19.0,51.0,8.0,24.0,3.0,5.5,0.6875,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,baseline,10.0,0.0,none,False,19.0,51.0,10.0,36.0,3.6,8.5,0.85,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,agentic,6.0,0.0,none,False,19.0,51.0,6.0,22.0,3.6666666666666665,5.0,0.8333333333333334,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5a729ac36da6,rar_medicine,agentic-tools,9.0,0.0,none,False,19.0,51.0,9.0,20.0,2.2222222222222223,6.0,0.6666666666666666,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,shipped,10.0,0.0,none,False,25.0,83.0,10.0,27.0,2.7,6.5,0.65,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,baseline,9.0,0.0,none,False,25.0,83.0,9.0,27.0,3.0,7.2,0.8,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,agentic,10.0,0.0,none,False,25.0,83.0,10.0,32.0,3.2,7.3,0.73,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-5c4c1ea586d0,rar_medicine,agentic-tools,11.0,0.0,none,False,25.0,83.0,11.0,39.0,3.5454545454545454,8.2,0.7454545454545454,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,shipped,11.0,0.0,none,False,20.0,158.0,11.0,33.0,3.0,7.2,0.6545454545454545,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,baseline,10.0,0.0,none,False,20.0,158.0,10.0,35.0,3.5,8.2,0.82,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,agentic,12.0,0.0,none,False,20.0,158.0,12.0,37.0,3.0833333333333335,8.9,0.7416666666666667,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-6c38d46aa8e9,rar_medicine,agentic-tools,11.0,0.0,none,False,20.0,158.0,11.0,30.0,2.727272727272727,7.4,0.6727272727272727,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,shipped,10.0,0.0,none,False,27.0,64.0,10.0,26.0,2.6,6.4,0.64,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,baseline,7.0,0.0,none,False,27.0,64.0,7.0,19.0,2.7142857142857144,4.8,0.6857142857142857,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic,11.0,0.0,none,False,27.0,64.0,11.0,35.0,3.1818181818181817,7.6,0.6909090909090909,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-75b39d0ce8c6,rar_medicine,agentic-tools,11.0,0.0,none,False,27.0,64.0,11.0,31.0,2.8181818181818183,7.5,0.6818181818181818,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,shipped,12.0,0.0,none,False,41.0,129.0,12.0,36.0,3.0,8.5,0.7083333333333334,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,baseline,8.0,0.0,none,False,41.0,129.0,8.0,29.0,3.625,6.6,0.825,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic,15.0,0.0,none,False,41.0,129.0,15.0,59.0,3.933333333333333,13.2,0.88,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-769d6769c7d8,rar_medicine,agentic-tools,15.0,0.0,none,False,41.0,129.0,15.0,49.0,3.2666666666666666,11.7,0.7799999999999999,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,shipped,10.0,0.0,none,False,48.0,70.0,10.0,33.0,3.3,7.5,0.75,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,baseline,8.0,0.0,none,False,48.0,70.0,8.0,25.0,3.125,6.2,0.775,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic,9.0,0.0,none,False,48.0,70.0,9.0,28.0,3.111111111111111,6.6,0.7333333333333333,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-8227a3f56ff4,rar_medicine,agentic-tools,6.0,0.0,none,False,48.0,70.0,6.0,21.0,3.5,4.3,0.7166666666666667,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,shipped,8.0,0.0,none,False,14.0,118.0,8.0,24.0,3.0,5.2,0.65,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,baseline,9.0,0.0,none,False,14.0,118.0,9.0,30.0,3.3333333333333335,6.8999999999999995,0.7666666666666666,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic,12.0,0.0,none,False,14.0,118.0,12.0,35.0,2.9166666666666665,8.8,0.7333333333333334,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-82b936c85c28,rar_medicine,agentic-tools,10.0,0.0,none,False,14.0,118.0,10.0,33.0,3.3,7.6,0.76,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,shipped,10.0,0.0,none,False,26.0,63.0,10.0,26.0,2.6,5.8999999999999995,0.59,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,baseline,9.0,0.0,none,False,26.0,63.0,9.0,27.0,3.0,6.5,0.7222222222222222,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic,7.0,0.0,none,False,26.0,63.0,7.0,25.0,3.5714285714285716,5.3999999999999995,0.7714285714285714,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-91ae4098e221,rar_medicine,agentic-tools,9.0,0.0,none,False,26.0,63.0,9.0,26.0,2.888888888888889,6.2,0.6888888888888889,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,shipped,10.0,0.0,none,False,47.0,92.0,10.0,32.0,3.2,7.5,0.75,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,baseline,7.0,0.0,none,False,47.0,92.0,7.0,25.0,3.5714285714285716,6.2,0.8857142857142858,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic,10.0,0.0,none,False,47.0,92.0,10.0,32.0,3.2,7.2,0.72,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-931e7fb4de55,rar_medicine,agentic-tools,8.0,0.0,none,False,47.0,92.0,8.0,22.0,2.75,5.8999999999999995,0.7374999999999999,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,shipped,9.0,0.0,none,False,12.0,60.0,9.0,25.0,2.7777777777777777,5.6,0.6222222222222222,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,baseline,6.0,0.0,none,False,12.0,60.0,6.0,16.0,2.6666666666666665,4.5,0.75,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic,7.0,0.0,none,False,12.0,60.0,7.0,21.0,3.0,4.9,0.7000000000000001,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-960f0934dd5d,rar_medicine,agentic-tools,6.0,0.0,none,False,12.0,60.0,6.0,18.0,3.0,4.3,0.7166666666666667,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,shipped,9.0,0.0,none,False,54.0,69.0,9.0,27.0,3.0,5.8999999999999995,0.6555555555555554,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,baseline,7.0,0.0,none,False,54.0,69.0,7.0,20.0,2.857142857142857,5.2,0.7428571428571429,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic,11.0,0.0,none,False,54.0,69.0,11.0,27.0,2.4545454545454546,6.3999999999999995,0.5818181818181818,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-a5b48b2e083f,rar_medicine,agentic-tools,7.0,0.0,none,False,54.0,69.0,7.0,21.0,3.0,4.6,0.6571428571428571,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,shipped,10.0,0.0,none,False,54.0,62.0,10.0,31.0,3.1,7.0,0.7,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,baseline,9.0,0.0,none,False,54.0,62.0,9.0,28.0,3.111111111111111,6.8999999999999995,0.7666666666666666,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,agentic,10.0,0.0,none,False,54.0,62.0,10.0,27.0,2.7,7.3,0.73,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ac6f5e1f72e2,rar_medicine,agentic-tools,10.0,0.0,none,False,54.0,62.0,10.0,27.0,2.7,6.8999999999999995,0.69,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,shipped,11.0,0.0,none,False,26.0,274.0,11.0,34.0,3.090909090909091,7.8,0.7090909090909091,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,baseline,12.0,0.0,none,False,26.0,274.0,12.0,43.0,3.5833333333333335,9.8,0.8166666666666668,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,agentic,16.0,0.0,none,False,26.0,274.0,16.0,55.0,3.4375,13.0,0.8125,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-b2be91e4d044,rar_medicine,agentic-tools,13.0,0.0,none,False,26.0,274.0,13.0,39.0,3.0,8.4,0.6461538461538462,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,shipped,8.0,0.0,none,False,12.0,72.0,8.0,24.0,3.0,4.8999999999999995,0.6124999999999999,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,baseline,8.0,0.0,none,False,12.0,72.0,8.0,26.0,3.25,5.6,0.7,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,agentic,13.0,0.0,none,False,12.0,72.0,13.0,36.0,2.769230769230769,9.9,0.7615384615384616,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-ba0b7452f8cd,rar_medicine,agentic-tools,13.0,0.0,none,False,12.0,72.0,13.0,31.0,2.3846153846153846,8.3,0.6384615384615385,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,shipped,11.0,0.0,none,False,32.0,109.0,11.0,35.0,3.1818181818181817,7.6,0.6909090909090909,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,baseline,8.0,0.0,none,False,32.0,109.0,8.0,30.0,3.75,6.6,0.825,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,agentic,11.0,0.0,none,False,32.0,109.0,11.0,36.0,3.272727272727273,9.6,0.8727272727272727,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bbb832a8fec2,rar_medicine,agentic-tools,11.0,0.0,none,False,32.0,109.0,11.0,32.0,2.909090909090909,8.8,0.8,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,shipped,11.0,0.0,none,False,52.0,106.0,11.0,31.0,2.8181818181818183,7.1,0.6454545454545454,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,baseline,8.0,0.0,none,False,52.0,106.0,8.0,26.0,3.25,6.2,0.775,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
med-bf99d4ee36f1,rar_medicine,agentic,14.0,0.0,none,False,52.0,106.0,14.0,42.0,3.0,10.4,0.7428571428571429,0.0,0.0,,,,adaptivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
